Tweet,Sentiment
Per @bolund om varför #Skandia's förslag till ny sparform #Allemanspension behövs. #Almedalen #svpol https://t.co/9jR0bbuMMX                                                                                                                                                                                                                                                                                                                                                                                        ,0
Nytt handelsplan när Trygg Hansa-kvarteret öppnas upp för allmänheten https://t.co/Ikb0mCEuVb                                                                                                                                                                                                                                                                                                                                                                                                                       ,0
<ID>  <ID> fast det är ju taget ur snyggvinkel också Inte som det ser ut irl Fuskar som fan,-1
Färjestad slog KHK efter blixtsnabbtmål  <URL>,0
<ID> Det finns t-shirts att köpa och spara som minne,0
<ID> Bra sagt. De trodde rörelsen att dom hade förr i världen.,1
<ID> Jerzy talar i politisk kontext INTE kriminologisk Sluta med dina fliniga motfrågor och kom med egna argument  <ID>,-1
Tove Jansson på Göteborgs konstmuséum <URL>,0
@silver_star_fly Välkommen in i försäkringsvärlden!/ Cia #Folksam                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1
<ID>  <ID> Då är den som har t ex en norsk och en svensk förälder född och uppvuxen i Sverige inte   <URL>,0
<ID> sibk ligger 3 Gävle ligger tvåa skiller fem poäng har inte hört nått om skador för Sibk då jag bor i staden Gävle vet jag inte,0
Varningen Nu ersätts byggkris av kreditkris  Dagens Samhälle  <HASCHTAG>   <URL>,-1
Sjukt förvirrade programledare <URL>,0
@MattiasMunter @SkandiaSE Eller hittade här: https://t.co/0ysMZioo6O Ska läsa!                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0
Andra över underläge  <HASCHTAG>  <URL>,0
Färgat håret på svärmor Nu hem o göra hamburgare,1
<ID> Njaaa Nog mer redigerad antar jag,0
<ID> Oh yes han skulle ha en skylt där det stod Skägget Ejder,0
| Derby höll bra mot <ID> . Men klasskillnaden syntes I slutet, dock bra vinstchans denna helg|,1
<ID> Det där tror jag bara att man kan finna i en nära vän eller partner faktiskt,0
Tror den lilla svarta kommer fram i kväll Känns som en perfekt kväll för det,1
|@PiggSave @trygghansa Jo tjena, tidigare när jag ringt har kön varit "för lång" så då har man fått en ursäkt med att det är många som ringer just nu och brutit samtalet..                                                                                                                                                                                                                                                                                                                                          |,-1
<ID> Då bör du hålla dig borta från filmen Van Wilder.,0
<ID>  <ID> Visst snackas det om en sequel Hoppas,1
Sitter här på jobbet första dagen efter semestern Försöker övertyga mig själv om att det är lika bra att jobba när det är skitväder ute,-1
<ID> Tackar för att du sprider!,1
| <ID> ja, just de matcherna, men de övriga "vanliga" matcherna?|,0
<ID> där har vi infon Tack D,1
<ID>  <ID>  <ID> Åhå alltid denna lilla hake,0
Vilken kvinna som helst: jag gillar din podd. Jag: <URL>,1
Snart om vår motion om könsneutral benämning i  <ID>  <HASCHTAG>  P4 Västmanland Sveriges Radio  <URL>,0
.@skandiase föreslår allemanspension. Bra och konstruktivt!  https://t.co/6osbAHxBD3                                                                                                                                                                                                                                                                                                                                                                                                                                ,1
<ID> då fixar jag det,1
Slinter med trimmern och är utan skägg. Vet inte om jag vågar visa mig ute de närmsta dagarna.,-1
Förlåt alla måste kunna äga en bil och ha den stå på gatan inte i ett parkeringshus såklart,-1
<ID> Var väl inget För mig blåste hela håret av,0
Hela Sveriges utbildade analytikerkår måste väl se det som vi ser Allting kan inte kretsa till och om JC och hans kommunikation med media,0
Rätt sjukt igentligen vilken dubbelmoral  <URL>,-1
<ID> Köper en trisslott,0
| <ID> Total backning även härifrån, lycka till med projektet!|,1
<ID> Den där lilla är anledningen till att jag kommer kunna kriga mig igenom denna vecka också. Keep roarin' mah dude.,1
Kräftskiva med <ID> strax. Skall blir riktigt trevligt. Som alltid!,1
|Styrelsens engagemang i hållbarhet avgörande för långsiktighet säger @bolund , ’och det har gått från risk och compliance till ett affärskritiskt och strategiskt perspektiv’ säger @snachekw hos @WWF och @SkandiaSE https://t.co/xRlrhXhVZt                                                                                                                                                                                                                                                                       |,0
| Lördag säsongens första DERBY. Se till att klä dig rött, och åk och stötta Allsvenska laget i Tidaholm.… <URL>|,0
<ID> nämen hallå tack,1
@annaplantan @trygghansa Nä blir skitförbannad!                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,-1
